,date,BTCPrice,BTCnetworkhashrate,AverageBTCblocksize,NUAUBTC,NumberTXBTC,DifficultyBTC,TXfeesBTC,EstimatedTXVolumeUSDBTC,GoldinUSD,EthereumPrice,LitecoinPrice,BitcoinCashPrice,CardanoPrice,Nasdaqcompositeindex,DJI
651,2016-08-06,575.03,1696112.04,0.7,381030,228244,201893000000.0,74.55,157782352.54,1340.4,10.92,3.72,,,5221.120117,18543.529297
650,2016-08-07,587.77,1676039.71,0.61,342340,196551,201893000000.0,59.93,117085456.26,1340.4,10.86,3.76,,,5221.120117,18543.529297
649,2016-08-08,592.74,1485352.56,0.76,345480,192414,201893000000.0,66.98,154550349.74,1336.8,10.91,3.77,,,5213.140137,18529.289063
648,2016-08-09,591.04,1495388.72,0.84,411266,236291,201893000000.0,86.68,141320109.96,1341.0,11.27,3.78,,,5225.47998,18533.050781
647,2016-08-10,587.65,1254520.74,0.88,393099,233704,201893000000.0,75.28,152251392.82,1347.7,12.23,3.76,,,5204.580078,18495.660156
646,2016-08-11,592.12,1525497.22,0.83,417668,245581,201893000000.0,75.73,174776758.71,1355.0,12.14,3.72,,,5228.399902,18613.519531
645,2016-08-12,588.8,1505424.89,0.86,408263,254515,201893000000.0,79.92,187360466.56,1352.2,11.69,3.74,,,5232.890137,18576.470703
644,2016-08-25,580.18,1653286.46,0.75,409928,237956,217375000000.0,65.72,157159537.19,1321.3,11.03,3.86,,,5212.200195,18448.410156
643,2016-08-26,577.75,1404753.2,0.86,390942,234009,217375000000.0,64.61,140844312.9,1318.75,11.35,3.8,,,5218.919922,18395.400391
642,2016-08-27,579.45,1426364.78,0.84,383173,226767,217375000000.0,62.44,123955382.31,1318.75,11.29,3.82,,,5218.919922,18395.400391
641,2016-08-28,569.83,1556034.31,0.68,364840,191098,217375000000.0,55.47,96289790.08,1318.75,11.15,3.74,,,5218.919922,18395.400391
640,2016-08-29,574.07,1642480.66,0.6,330360,174489,217375000000.0,48.91,82377528.3,1318.75,10.92,3.74,,,5232.330078,18502.990234
639,2016-08-30,574.11,1635101.52,0.8,386989,225282,218442000000.0,64.37,144265305.92,1318.15,10.99,3.77,,,5222.990234,18454.300781
638,2016-08-31,577.59,1810682.89,0.78,419511,254486,220756000000.0,68.3,153077158.68,1309.25,11.24,3.81,,,5213.220215,18400.880859
637,2016-09-01,575.55,1481467.82,0.83,392551,226377,220756000000.0,62.71,162059671.65,1309.5,11.67,3.8,,,5227.209961,18419.300781
636,2016-09-02,572.41,1547310.83,0.84,384065,238207,220756000000.0,63.71,160610637.81,1324.7,11.96,3.84,,,5249.899902,18491.960938
635,2016-09-03,575.55,1678996.86,0.72,389622,225856,220756000000.0,57.33,134009917.27,1324.7,12.11,3.83,,,5249.899902,18491.960938
634,2016-09-04,598.59,1382703.3,0.76,358536,182204,220756000000.0,51.54,106852789.61,1324.7,11.75,3.89,,,5249.899902,18491.960938
633,2016-09-05,608.99,1964316.59,0.57,347566,183244,220756000000.0,46.63,113850085.3,1326.35,11.68,4.02,,,5249.899902,18491.960938
632,2016-09-06,606.51,1536337.0,0.88,422792,227683,220756000000.0,63.04,159238902.64,1337.25,11.73,3.98,,,5275.910156,18538.119141
631,2016-09-07,610.57,1492441.65,0.86,416403,232118,220756000000.0,60.65,140759736.14,1348.35,11.69,3.99,,,5283.930176,18526.140625
630,2016-09-08,614.64,1668023.03,0.8,400704,250809,220756000000.0,63.76,143426494.41,1343.4,11.55,3.97,,,5259.47998,18479.910156
629,2016-09-09,626.35,1580232.34,0.81,399896,227006,220756000000.0,59.6,154415043.4,1330.85,11.41,3.98,,,5125.910156,18085.449219
628,2016-09-10,622.93,1569258.5,0.81,379259,222094,220756000000.0,64.1,149137276.18,1330.85,11.66,3.97,,,5125.910156,18085.449219
627,2016-09-11,623.42,1700944.53,0.64,355122,193320,220756000000.0,51.15,98687889.72,1330.85,12.21,3.97,,,5125.910156,18085.449219
626,2016-09-12,607.01,1799709.05,0.59,373779,180391,220756000000.0,47.43,99918473.18,1324.6,11.64,3.87,,,5211.890137,18325.070313
625,2016-09-13,608.03,1829872.71,0.69,401012,208649,224587000000.0,55.92,131334047.49,1323.65,11.89,3.83,,,5155.25,18066.75
624,2016-09-14,608.84,1863551.35,0.78,404798,241215,225833000000.0,68.38,145930431.22,1321.75,11.9,3.82,,,5173.77002,18034.769531
623,2016-09-15,610.59,1751289.22,0.76,388645,231800,225833000000.0,62.36,134490737.57,1310.8,11.94,3.83,,,5249.689941,18212.480469
622,2016-09-16,607.25,1728836.79,0.75,397310,233488,225833000000.0,59.69,123313922.94,1308.35,11.96,3.82,,,5244.569824,18123.800781
621,2016-09-17,607.22,1571669.81,0.77,377920,213142,225833000000.0,64.55,114444424.38,1308.35,12.56,3.8,,,5244.569824,18123.800781
620,2016-09-18,606.28,1829872.71,0.75,376568,215529,225833000000.0,57.63,92793982.26,1308.35,12.69,3.81,,,5244.569824,18123.800781
619,2016-09-19,609.87,1627800.88,0.67,369331,191603,225833000000.0,53.02,101804671.49,1314.85,12.44,4.04,,,5235.029785,18120.169922
618,2016-09-20,609.25,1493086.32,0.83,399754,223540,225833000000.0,66.12,134760154.4,1313.8,13.21,3.83,,,5241.350098,18129.960938
617,2016-09-21,603.59,1717610.58,0.78,419627,247987,225833000000.0,69.34,148383128.48,1326.1,14.43,3.87,,,5295.180176,18293.699219
616,2016-09-22,597.28,1863551.35,0.71,408180,239216,225833000000.0,64.96,152507128.52,1339.1,13.66,3.86,,,5339.52002,18392.460938
615,2016-09-23,596.2,1582896.02,0.76,391223,231227,225833000000.0,62.72,118467306.42,1338.65,13.21,3.77,,,5305.75,18261.449219
614,2016-09-24,602.96,1526764.96,0.8,389323,223187,225833000000.0,60.05,144015257.49,1338.65,13.32,3.81,,,5305.75,18261.449219
613,2016-09-25,602.75,1874777.56,0.63,369379,210510,225833000000.0,59.47,101454030.9,1338.65,12.85,3.8,,,5305.75,18261.449219
612,2016-09-26,600.81,2230413.26,0.57,374974,197298,234689000000.0,50.0,153681855.53,1340.5,13.17,3.8,,,5257.490234,18094.830078
611,2016-09-27,608.02,1834694.78,0.77,430205,230769,241227000000.0,60.52,151722294.05,1327.0,12.86,3.86,,,5305.709961,18228.300781
610,2016-09-28,606.24,2026558.28,0.76,425011,243008,241227000000.0,63.63,147525117.76,1322.5,13.11,3.85,,,5318.549805,18339.240234
609,2016-09-29,605.02,1774737.43,0.78,433852,234995,241227000000.0,64.74,150481349.96,1318.1,13.28,3.84,,,5269.149902,18143.449219
608,2016-09-30,605.72,1714780.09,0.83,440834,242730,241227000000.0,68.53,154115925.82,1322.5,13.08,3.84,,,5312.0,18308.150391
607,2016-10-01,609.93,1702788.62,0.84,442960,250943,241227000000.0,68.45,153295465.53,1322.5,13.2,3.85,,,5312.0,18308.150391
606,2016-10-02,613.95,1882660.65,0.71,391458,213930,241227000000.0,58.73,103778194.3,1322.5,13.18,3.85,,,5312.0,18308.150391
605,2016-10-03,610.97,1690797.15,0.71,396449,192683,241227000000.0,53.42,98603245.04,1313.3,13.2,3.85,,,5300.870117,18253.849609
604,2016-10-04,612.05,1822703.31,0.86,469732,260813,241227000000.0,75.66,153303975.3,1283.3,13.45,3.84,,,5289.660156,18168.449219
603,2016-10-05,610.22,1894652.12,0.82,477181,264662,241227000000.0,71.03,168434258.21,1269.4,13.28,3.83,,,5316.02002,18281.029297
602,2016-10-06,612.47,2002575.35,0.78,470499,266811,241227000000.0,72.77,149242509.55,1254.5,13.03,3.85,,,5306.850098,18268.5
601,2016-10-07,612.61,1930626.53,0.82,497719,274486,241227000000.0,77.72,147862058.63,1258.75,12.85,3.84,,,5292.399902,18240.490234
600,2016-10-08,617.34,1726771.55,0.86,471181,268419,241227000000.0,72.73,143894359.71,1258.75,12.67,3.86,,,5292.399902,18240.490234
599,2016-10-09,619.17,2171858.8,0.76,439803,250672,250540000000.0,67.51,132635392.01,1258.75,12.22,3.84,,,5292.399902,18240.490234
598,2016-10-10,616.82,2056197.68,0.68,410522,210548,258523000000.0,58.27,118494680.52,1259.5,12.06,3.82,,,5328.669922,18329.039063
597,2016-10-11,619.24,1606404.44,0.85,421619,224774,258523000000.0,68.34,147286256.4,1253.45,11.76,3.8,,,5246.790039,18128.660156
596,2016-10-12,640.87,1786321.73,0.92,444786,263565,258523000000.0,80.75,194960089.53,1256.5,11.78,3.82,,,5239.02002,18144.199219
595,2016-10-13,636.03,1863429.15,0.86,400579,235664,258523000000.0,69.03,291240400.92,1261.05,11.91,3.75,,,5213.330078,18098.939453
594,2016-10-14,637.01,1644958.14,0.91,400731,229703,258523000000.0,67.12,165694238.83,1251.75,11.99,3.91,,,5214.160156,18138.380859
593,2016-10-15,640.31,1747768.03,0.85,423263,239724,258523000000.0,68.01,152633388.49,1251.75,11.94,3.9,,,5214.160156,18138.380859
592,2016-10-16,639.08,1824875.44,0.78,384627,210448,258523000000.0,62.6,129633563.74,1251.75,11.98,3.88,,,5214.160156,18138.380859
591,2016-10-17,641.82,1670660.61,0.75,383032,197876,258523000000.0,57.54,118023531.2,1254.8,11.96,3.89,,,5199.819824,18086.400391
590,2016-10-18,639.41,1606404.44,0.92,435282,237232,258523000000.0,72.44,162800543.73,1258.2,12.0,3.95,,,5243.839844,18161.939453
589,2016-10-19,638.13,1991941.5,0.84,435277,251521,258523000000.0,77.24,216932535.92,1269.05,12.59,3.85,,,5246.410156,18202.619141
588,2016-10-20,630.66,1619255.67,0.8,406991,201025,258523000000.0,63.05,154515407.86,1271.65,12.05,3.81,,,5241.830078,18162.349609
587,2016-10-21,630.83,1722065.56,0.97,415474,270380,258523000000.0,89.31,183925044.68,1266.05,12.13,3.79,,,5257.399902,18145.710938
586,2016-10-22,633.14,2107602.62,0.79,453739,265355,258523000000.0,76.08,158295045.01,1266.05,12.18,3.81,,,5257.399902,18145.710938
585,2016-10-23,657.62,1878507.28,0.79,392804,216708,257535000000.0,66.62,127614330.11,1266.05,12.13,3.89,,,5257.399902,18145.710938
584,2016-10-24,657.16,1815470.12,0.79,376683,191578,253618000000.0,67.49,104494840.84,1265.55,12.04,3.92,,,5309.830078,18223.029297
583,2016-10-25,654.0,1802862.69,0.88,433234,226980,253618000000.0,81.14,207336575.28,1269.4,11.97,3.87,,,5283.399902,18169.269531
582,2016-10-26,657.68,1752432.96,0.94,432977,237030,253618000000.0,99.09,195708742.53,1270.5,11.38,3.91,,,5250.27002,18199.330078
581,2016-10-27,678.21,1752432.96,0.97,431781,225924,253618000000.0,125.06,176802053.03,1266.25,11.53,3.96,,,5215.970215,18169.679688
580,2016-10-28,688.0,2042403.89,0.97,457806,326388,253618000000.0,111.04,283234072.63,1273.0,11.47,4.04,,,5190.100098,18161.189453
579,2016-10-29,690.29,1916329.57,0.81,434269,250876,253618000000.0,82.18,194600191.98,1273.0,11.1,3.98,,,5190.100098,18161.189453
578,2016-10-30,714.12,1878507.28,0.77,416457,229689,253618000000.0,73.16,167480078.0,1273.0,10.43,4.1,,,5190.100098,18161.189453
577,2016-10-31,702.64,2130655.91,0.62,360327,209337,253618000000.0,62.96,179744501.35,1272.0,11.23,4.04,,,5189.140137,18142.419922
576,2016-11-01,701.34,1853292.41,0.81,458880,241778,253618000000.0,76.3,207351752.69,1288.45,10.96,4.0,,,5153.580078,18037.099609
575,2016-11-02,730.07,1815470.12,0.85,446989,246650,253618000000.0,78.88,211281401.08,1303.75,10.77,4.09,,,5105.569824,17959.640625
574,2016-11-03,742.35,1676788.37,0.9,461830,268418,253618000000.0,79.52,169116165.31,1301.0,10.8,4.11,,,5058.410156,17930.669922
573,2016-11-04,689.12,1966759.3,0.83,457533,273338,253618000000.0,79.22,204145450.34,1302.8,10.82,3.86,,,5046.370117,17888.279297
572,2016-11-05,703.53,1462462.04,0.95,453192,248043,253618000000.0,84.33,198460199.87,1302.8,11.09,3.88,,,5046.370117,17888.279297
571,2016-11-06,703.81,1885928.48,0.79,426001,242032,253968000000.0,74.56,123153407.34,1302.8,10.99,3.86,,,5046.370117,17888.279297
570,2016-11-07,710.74,1949214.67,0.73,429823,228420,254620000000.0,71.77,169183042.94,1283.05,10.9,3.89,,,5166.169922,18259.599609
569,2016-11-08,703.09,1847956.77,0.88,483846,274281,254620000000.0,91.27,190875054.99,1282.35,10.85,3.84,,,5193.490234,18332.740234
568,2016-11-09,709.83,2139073.24,0.86,503015,296060,254620000000.0,89.25,209569075.12,1281.4,10.82,3.85,,,5251.069824,18589.689453
567,2016-11-10,722.84,1860614.01,0.89,474975,270095,254620000000.0,83.73,289544177.64,1267.5,10.67,3.86,,,5208.799805,18807.880859
566,2016-11-11,715.55,2126416.01,0.8,474281,271374,254620000000.0,82.29,187613065.98,1236.45,10.51,3.84,,,5237.109863,18847.660156
565,2016-11-12,716.75,2063129.82,0.75,444226,254619,254620000000.0,72.74,152755406.87,1236.45,10.29,3.81,,,5237.109863,18847.660156
564,2016-11-13,705.2,2126416.01,0.71,450559,228886,254620000000.0,65.89,119400679.08,1236.45,9.89,3.77,,,5237.109863,18847.660156
563,2016-11-14,702.0,1809985.05,0.77,411263,221328,254620000000.0,63.15,124728414.92,1213.6,10.1,3.88,,,5218.399902,18868.689453
562,2016-11-15,705.79,2177044.96,0.79,486756,270506,254620000000.0,79.42,168532361.93,1226.95,9.97,3.89,,,5275.620117,18923.060547
561,2016-11-16,711.17,1974529.15,0.85,514795,280352,254620000000.0,81.45,190622060.17,1229.2,10.22,3.9,,,5294.580078,18868.140625
560,2016-11-17,744.88,2177044.96,0.79,494246,291186,254620000000.0,79.74,270653443.72,1226.75,10.06,4.06,,,5333.970215,18903.820313
559,2016-11-18,740.71,2012500.86,0.89,484633,277460,254620000000.0,89.03,249776321.2,1211.0,9.99,3.96,,,5321.509766,18867.929688
558,2016-11-19,751.83,2073243.13,0.93,488365,275925,272435000000.0,83.54,198644445.34,1211.0,9.48,3.98,,,5321.509766,18867.929688
557,2016-11-20,751.88,1989192.73,0.85,476358,249760,281801000000.0,72.14,151778076.97,1211.0,9.66,3.97,,,5321.509766,18867.929688
556,2016-11-21,731.27,1807083.54,0.9,438202,246537,281801000000.0,73.7,128523869.49,1214.25,9.58,3.93,,,5368.859863,18956.689453
555,2016-11-22,739.64,1961175.94,0.92,490392,287414,281801000000.0,95.49,193256336.36,1212.25,9.63,3.95,,,5386.350098,19023.869141
554,2016-11-23,751.74,1877125.54,0.95,515387,285635,281801000000.0,101.52,223163107.16,1185.35,9.92,3.97,,,5380.680176,19083.179688
553,2016-11-24,744.62,2059234.73,0.95,505599,276924,281801000000.0,108.95,206011265.45,1186.1,9.85,3.93,,,5380.680176,19083.179688
552,2016-11-25,740.44,2297377.53,0.95,489272,333466,281801000000.0,137.18,252699561.02,1187.7,9.23,3.91,,,5398.919922,19152.140625
551,2016-11-26,741.51,2129276.73,0.94,523079,315387,281801000000.0,138.07,194997124.16,1187.7,9.42,3.92,,,5398.919922,19152.140625
550,2016-11-27,735.44,2157293.53,0.94,481755,279374,281801000000.0,102.63,183108641.96,1187.7,9.31,3.91,,,5398.919922,19152.140625
549,2016-11-28,732.48,2017209.53,0.82,454515,237389,281801000000.0,81.15,129855387.79,1187.0,9.0,3.9,,,5368.810059,19097.900391
548,2016-11-29,736.33,2297377.53,0.9,515310,298530,281801000000.0,109.57,198614920.79,1186.55,8.73,3.89,,,5379.919922,19121.599609
547,2016-11-30,736.28,2115268.33,0.9,506247,294140,281801000000.0,102.53,224707688.25,1178.1,8.16,3.89,,,5323.680176,19123.580078
546,2016-12-01,746.05,1989192.73,0.91,500015,292654,281801000000.0,99.56,204169344.0,1161.85,8.6,3.91,,,5251.109863,19191.929688
545,2016-12-02,757.54,2045226.33,0.89,485327,239682,281801000000.0,102.7,195432627.8,1173.5,8.46,3.92,,,5255.649902,19170.419922
544,2016-12-03,778.25,2052749.31,0.97,513735,318263,286180000000.0,121.34,230344673.88,1173.5,7.77,3.95,,,5255.649902,19170.419922
543,2016-12-04,771.64,2451895.01,0.88,492197,287988,286766000000.0,101.13,154632778.48,1173.5,7.9,3.93,,,5255.649902,19170.419922
542,2016-12-05,773.39,2109770.13,0.85,457491,245650,286766000000.0,92.63,100618181.33,1162.2,7.41,3.88,,,5308.890137,19216.240234
541,2016-12-06,758.72,2166790.94,0.88,548221,278001,286766000000.0,106.12,208779869.83,1172.5,6.8,3.49,,,5333.0,19251.779297
540,2016-12-07,764.21,2138280.53,0.96,540804,319762,286766000000.0,119.47,219286012.91,1177.65,7.89,3.54,,,5393.759766,19549.619141
539,2016-12-08,768.08,2494660.62,0.88,539249,311361,286766000000.0,107.75,225933753.51,1171.05,8.38,3.6,,,5417.359863,19614.810547
538,2016-12-09,769.94,2238066.96,0.85,500354,282711,286766000000.0,96.23,217843730.62,1163.6,8.17,3.69,,,5444.5,19756.849609
537,2016-12-10,773.02,1924452.48,0.93,465342,268815,286766000000.0,96.3,214235917.98,1163.6,8.44,3.69,,,5444.5,19756.849609
536,2016-12-11,774.75,1881686.87,0.89,454665,250241,286766000000.0,86.84,149402091.27,1163.6,8.13,3.69,,,5444.5,19756.849609
535,2016-12-12,770.04,2223811.75,0.8,498688,268662,286766000000.0,93.12,214657678.01,1156.1,8.19,3.64,,,5412.540039,19796.429688
534,2016-12-13,780.65,2223811.75,0.8,498688,268662,286766000000.0,93.12,214657678.01,1158.55,8.52,3.67,,,5463.830078,19911.210938
533,2016-12-14,780.01,2537426.23,0.81,498359,291757,286766000000.0,97.65,200234698.52,1162.25,8.45,3.66,,,5436.669922,19792.529297
532,2016-12-15,780.07,1981473.29,0.9,495472,286328,286766000000.0,94.82,211719980.77,1126.95,8.24,3.61,,,5456.850098,19852.240234
531,2016-12-16,778.96,1958064.63,0.95,479430,282685,308312000000.0,100.43,221944104.66,1131.6,7.86,3.63,,,5437.160156,19843.410156
530,2016-12-17,785.17,2050571.62,0.96,495266,279361,310154000000.0,97.57,240778360.04,1131.6,7.86,3.63,,,5437.160156,19843.410156
529,2016-12-18,791.01,2235585.61,0.81,458680,239034,310154000000.0,81.66,184331270.31,1131.6,7.86,3.7,,,5437.160156,19843.410156
528,2016-12-19,790.69,2173914.28,0.86,418498,235789,310154000000.0,80.81,155830419.34,1136.25,7.87,3.68,,,5457.439941,19883.060547
527,2016-12-20,792.25,2343510.43,0.91,508681,284852,310154000000.0,104.7,221887382.55,1125.7,7.63,3.66,,,5483.939941,19974.619141
526,2016-12-21,800.64,2127660.78,0.97,508908,296473,310154000000.0,101.92,245012593.47,1133.65,7.66,3.66,,,5471.430176,19941.960938
525,2016-12-22,834.18,2451435.25,0.96,540310,325677,310154000000.0,114.92,321107915.44,1131.35,7.9,3.67,,,5447.419922,19918.880859
524,2016-12-23,864.89,2451435.25,0.91,528878,314644,310154000000.0,106.17,331099339.95,1131.35,7.58,3.72,,,5462.689941,19933.810547
523,2016-12-24,922.18,2343510.43,0.88,522516,304997,310154000000.0,100.48,389259376.14,1131.35,7.15,4.65,,,5462.689941,19933.810547
522,2016-12-25,899.65,2112242.95,0.85,420206,240820,310154000000.0,83.58,200327041.12,1131.35,7.26,4.56,,,5462.689941,19933.810547
521,2016-12-26,896.91,2574777.9,0.64,353857,199614,310154000000.0,62.62,208080003.14,1131.35,7.13,4.35,,,5462.689941,19933.810547
520,2016-12-27,908.35,2189332.11,0.85,448557,244914,310154000000.0,87.97,243946016.48,1131.35,7.28,4.37,,,5487.439941,19945.039063
519,2016-12-28,934.83,2405181.75,0.87,509115,296546,310154000000.0,99.53,322486430.11,1134.6,7.15,4.49,,,5438.560059,19833.679688
518,2016-12-29,975.13,2589949.67,0.86,514772,305394,312083000000.0,104.35,326666676.58,1145.9,7.54,4.58,,,5432.089844,19819.779297
517,2016-12-30,972.53,2368856.4,0.94,512156,304605,317688000000.0,107.23,309246380.69,1145.9,8.29,4.56,,,5383.120117,19762.599609
516,2016-12-31,960.63,2479403.03,0.87,496024,286818,317688000000.0,100.31,316213793.61,1145.9,8.15,4.39,,,5383.120117,19762.599609
515,2017-01-01,963.66,2337271.65,0.8,449831,250273,317688000000.0,82.32,207605277.46,1145.9,7.98,4.33,,,5383.120117,19762.599609
514,2017-01-02,998.62,2463610.66,0.69,355324,180502,317688000000.0,65.07,170736309.72,1145.9,8.17,4.52,,,5383.120117,19762.599609
513,2017-01-03,1021.6,2526780.16,0.94,529708,293682,317688000000.0,113.9,284471581.55,1151.0,8.37,4.66,,,5429.080078,19881.759766
512,2017-01-04,1044.4,2589949.67,0.9,515023,301664,317688000000.0,117.5,340688236.3,1164.25,9.71,4.63,,,5477.0,19942.160156
511,2017-01-05,1156.73,2432025.91,0.98,545635,330164,317688000000.0,195.73,439183172.08,1176.7,11.29,4.91,,,5487.939941,19899.289063
510,2017-01-06,1014.24,2210932.64,0.98,495909,288501,317688000000.0,114.99,524577602.08,1175.85,10.29,4.3,,,5521.060059,19963.800781
509,2017-01-07,903.49,2542572.54,0.98,562749,346405,317688000000.0,127.77,428452344.25,1175.85,10.24,3.86,,,5521.060059,19963.800781
508,2017-01-08,908.17,2195140.26,0.98,503340,284719,317688000000.0,107.13,310258543.03,1175.85,9.87,3.96,,,5521.060059,19963.800781
507,2017-01-09,913.24,2637326.79,0.81,455738,260101,317688000000.0,91.24,211475099.03,1178.5,10.31,4.0,,,5531.819824,19887.380859
506,2017-01-10,902.44,2147763.14,0.92,475571,269947,317688000000.0,102.04,267769180.27,1189.5,10.37,4.3,,,5551.819824,19855.529297
505,2017-01-11,908.11,2679581.83,0.95,541167,323888,319489000000.0,119.94,284257957.75,1178.55,10.54,4.6,,,5563.649902,19954.279297
